0 1
0.25 0.986081
0.5 0.958512
0.75 0.922876
1 0.8815
1.25 0.838066
1.5 0.792497
1.75 0.74559
2 0.697822
2.25 0.650035
2.5 0.606083
2.75 0.563116
3 0.524479
3.25 0.488882
3.5 0.452302
3.75 0.419301
4 0.391593
4.25 0.364311
4.5 0.337821
4.75 0.312462
5 0.287651
5.25 0.263841
5.5 0.24507
5.75 0.229148
6 0.213923
6.25 0.202153
6.5 0.192093
6.75 0.184253
7 0.174904
7.25 0.167678
7.5 0.165598
7.75 0.161508
